id,kode_provinsi,nama_provinsi,kode_kabko,nama_kabko,kode_kecamatan,nama_kecamatan,kode_kelurahan,nama_kelurahan,deleted_at,created_at,updated_at
1,11,Aceh,1103,Kab. Aceh Timur,110314,Idi Tunong,1103142013,Buket Pu'uk,,12/2/2026 11:07:13,12/2/2026 11:07:13
2,11,Aceh,1103,Kab. Aceh Timur,110303,Idi Rayeuk,1103032009,Meunasah Pu'uk,,12/2/2026 11:07:13,12/2/2026 11:07:13
3,11,Aceh,1101,Kab. Aceh Selatan,110102,Kluet Utara,1101022018,Pasi Kuala Ba'u,,12/2/2026 11:07:13,12/2/2026 11:07:13
4,11,Aceh,1101,Kab. Aceh Selatan,110107,Sawang,1101072015,Sawang Ba'u,,12/2/2026 11:07:13,12/2/2026 11:07:13
5,11,Aceh,1118,Kab. Pidie Jaya,111806,Bandar Baru,1118062038,Abah Lueng,,12/2/2026 11:07:13,12/2/2026 11:07:13
6,11,Aceh,1109,Kab. Simeulue,110909,Teupah Tengah,1109092007,Abail,,12/2/2026 11:07:13,12/2/2026 11:07:13
7,11,Aceh,1111,Kab. Bireuen,111109,Juli,1111092013,Abeuk Budi,,12/2/2026 11:07:13,12/2/2026 11:07:13
8,11,Aceh,1103,Kab. Aceh Timur,110312,Madat,1103122014,Abeuk Geulanteu,,12/2/2026 11:07:13,12/2/2026 11:07:13
9,11,Aceh,1111,Kab. Bireuen,111110,Jangka,1111102027,Abeuk Jaloh,,12/2/2026 11:07:13,12/2/2026 11:07:13
10,11,Aceh,1108,Kab. Aceh Utara,110804,Lhoksukon,1108042019,Abeuk Leupon,,12/2/2026 11:07:13,12/2/2026 11:07:13
11,11,Aceh,1108,Kab. Aceh Utara,110815,Sawang,1108152002,Abeuk Reuling,,12/2/2026 11:07:13,12/2/2026 11:07:13
12,11,Aceh,1111,Kab. Bireuen,111104,Jeumpa,1111042060,Abeuk Tingkeum,,12/2/2026 11:07:13,12/2/2026 11:07:13
13,11,Aceh,1111,Kab. Bireuen,111104,Jeumpa,1111042058,Abeuk Usong,,12/2/2026 11:07:13,12/2/2026 11:07:13
14,11,Aceh,1107,Kab. Pidie,110716,Pidie,1107162043,Abo,,12/2/2026 11:07:13,12/2/2026 11:07:13
15,11,Aceh,1112,Kab. Aceh Barat Daya,111202,Tangan-Tangan,1112022001,Adan,,12/2/2026 11:07:13,12/2/2026 11:07:13
16,11,Aceh,1118,Kab. Pidie Jaya,111804,Bandar Dua,1118042025,Adan,,12/2/2026 11:07:13,12/2/2026 11:07:13
17,11,Aceh,1107,Kab. Pidie,110714,Padang Tiji,1107142041,Adang Beurabo,,12/2/2026 11:07:13,12/2/2026 11:07:13
18,11,Aceh,1103,Kab. Aceh Timur,110304,Birem Bayeun,1103042006,Afeling II Bukit,,12/2/2026 11:07:13,12/2/2026 11:07:13
19,11,Aceh,1113,Kab. Gayo Lues,111301,Blangkejeren,1113012027,Agusan,,12/2/2026 11:07:13,12/2/2026 11:07:13
20,11,Aceh,1101,Kab. Aceh Selatan,110108,Tapaktuan,1101082011,Air Berudang,,12/2/2026 11:07:13,12/2/2026 11:07:13
21,11,Aceh,1109,Kab. Simeulue,110904,Simeulue Timur,1109042012,Air Dingin,,12/2/2026 11:07:13,12/2/2026 11:07:13
22,11,Aceh,1116,Kab. Aceh Tamiang,111604,Seruway,1116042013,Air Masin,,12/2/2026 11:07:13,12/2/2026 11:07:13
23,11,Aceh,1101,Kab. Aceh Selatan,110108,Tapaktuan,1101082015,Air Pinang,,12/2/2026 11:07:13,12/2/2026 11:07:13
24,11,Aceh,1109,Kab. Simeulue,110904,Simeulue Timur,1109042024,Air Pinang,,12/2/2026 11:07:13,12/2/2026 11:07:13
25,11,Aceh,1101,Kab. Aceh Selatan,110106,Samadua,1101062024,Air Sialang Hilir.,,12/2/2026 11:07:13,12/2/2026 11:07:13
26,11,Aceh,1101,Kab. Aceh Selatan,110106,Samadua,1101062025,Air Sialang Hulu,,12/2/2026 11:07:13,12/2/2026 11:07:13
27,11,Aceh,1101,Kab. Aceh Selatan,110106,Samadua,1101062026,Air Sialang Tengah,,12/2/2026 11:07:13,12/2/2026 11:07:13
28,11,Aceh,1116,Kab. Aceh Tamiang,111603,Karang Baru,1116032013,Air Tenang,,12/2/2026 11:07:13,12/2/2026 11:07:13
29,11,Aceh,1106,Kab. Aceh Besar,110610,Ingin Jaya,1106102018,Ajee Cut,,12/2/2026 11:07:13,12/2/2026 11:07:13
30,11,Aceh,1106,Kab. Aceh Besar,110610,Ingin Jaya,1106102024,Ajee Pagar Air,,12/2/2026 11:07:13,12/2/2026 11:07:13
31,11,Aceh,1106,Kab. Aceh Besar,110610,Ingin Jaya,1106102017,Ajee Rayeuk,,12/2/2026 11:07:13,12/2/2026 11:07:13
32,11,Aceh,1106,Kab. Aceh Besar,110608,Peukan Bada,1106082025,Ajuen,,12/2/2026 11:07:13,12/2/2026 11:07:13
33,11,Aceh,1113,Kab. Gayo Lues,111306,Blangpegayon,1113062012,Akang Siwah,,12/2/2026 11:07:13,12/2/2026 11:07:13
34,11,Aceh,1102,Kab. Aceh Tenggara,110216,Leuser,1102162017,Akhih Majile,,12/2/2026 11:07:13,12/2/2026 11:07:13
35,11,Aceh,1118,Kab. Pidie Jaya,111806,Bandar Baru,1118062039,Aki Neungoh,,12/2/2026 11:07:13,12/2/2026 11:07:13
36,11,Aceh,1113,Kab. Gayo Lues,111309,Blangjerango,1113092003,Akul,,12/2/2026 11:07:13,12/2/2026 11:07:13
37,11,Aceh,1101,Kab. Aceh Selatan,110114,Kluet Timur,1101142003,Alai,,12/2/2026 11:07:13,12/2/2026 11:07:13
38,11,Aceh,1117,Kab. Bener Meriah,111710,Gajah Putih,1117102009,Alam Jaya,,12/2/2026 11:07:13,12/2/2026 11:07:13
39,11,Aceh,1102,Kab. Aceh Tenggara,110204,Babussalam,1102042023,Alas Marantcar,,12/2/2026 11:07:13,12/2/2026 11:07:13
40,11,Aceh,1102,Kab. Aceh Tenggara,110211,Babul Rahmah,1102112029,Alas Mesikhat,,12/2/2026 11:07:13,12/2/2026 11:07:13
41,11,Aceh,1108,Kab. Aceh Utara,110811,Syamtalira Bayu,1108112030,Alen,,12/2/2026 11:07:13,12/2/2026 11:07:13
42,11,Aceh,1108,Kab. Aceh Utara,110804,Lhoksukon,1108042056,Aleu Eumpok,,12/2/2026 11:07:13,12/2/2026 11:07:13
43,11,Aceh,1111,Kab. Bireuen,111103,Peudada,1111032037,Aleu Sijuk,,12/2/2026 11:07:13,12/2/2026 11:07:13
44,11,Aceh,1109,Kab. Simeulue,110902,Salang,1109022005,Along,,12/2/2026 11:07:13,12/2/2026 11:07:13
45,11,Aceh,1107,Kab. Pidie,110716,Pidie,1107162061,ALue,,12/2/2026 11:07:13,12/2/2026 11:07:13
46,11,Aceh,1107,Kab. Pidie,110731,Titeue,1107312013,Alue,,12/2/2026 11:07:13,12/2/2026 11:07:13
47,11,Aceh,1108,Kab. Aceh Utara,110812,Tanah Luas,1108122016,Alue,,12/2/2026 11:07:13,12/2/2026 11:07:13
48,11,Aceh,1108,Kab. Aceh Utara,110813,Tanah Pasir,1108132001,Alue,,12/2/2026 11:07:13,12/2/2026 11:07:13
49,11,Aceh,1118,Kab. Pidie Jaya,111806,Bandar Baru,1118062041,Alue,,12/2/2026 11:07:13,12/2/2026 11:07:13
50,11,Aceh,1114,Kab. Aceh Jaya,111406,Panga,1114062013,Alue Abed,,12/2/2026 11:07:13,12/2/2026 11:07:13
51,11,Aceh,1108,Kab. Aceh Utara,110804,Lhoksukon,1108042061,Alue Abee,,12/2/2026 11:07:13,12/2/2026 11:07:13
52,11,Aceh,1107,Kab. Pidie,110724,Mutiara Timur,1107242041,Alue Adan,,12/2/2026 11:07:13,12/2/2026 11:07:13
53,11,Aceh,1114,Kab. Aceh Jaya,111401,Teunom,1114012002,Alue Ambang,,12/2/2026 11:07:13,12/2/2026 11:07:13
54,11,Aceh,1108,Kab. Aceh Utara,110801,Baktiya,1108012005,Alue Anoe Barat,,12/2/2026 11:07:13,12/2/2026 11:07:13
55,11,Aceh,1108,Kab. Aceh Utara,110801,Baktiya,1108012004,Alue Anoe Timu,,12/2/2026 11:07:13,12/2/2026 11:07:13
56,11,Aceh,1108,Kab. Aceh Utara,110825,Geuredong Pase,1108252003,Alue Awe,,12/2/2026 11:07:13,12/2/2026 11:07:13
57,11,Aceh,1173,Kota Lhokseumawe,117301,Muara Dua,1173012002,Alue Awe,,12/2/2026 11:07:13,12/2/2026 11:07:13
58,11,Aceh,1108,Kab. Aceh Utara,110822,Simpang Kramat,1108222009,Alue Bade,,12/2/2026 11:07:13,12/2/2026 11:07:13
59,11,Aceh,1105,Kab. Aceh Barat,110507,Arongan Lambalek,1105072002,Alue Bagok,,12/2/2026 11:07:13,12/2/2026 11:07:13
60,11,Aceh,1105,Kab. Aceh Barat,110506,Bubon,1105062002,Alue Bakong,,12/2/2026 11:07:13,12/2/2026 11:07:13
61,11,Aceh,1111,Kab. Bireuen,111101,Samalanga,1111012023,Alue Barat,,12/2/2026 11:07:13,12/2/2026 11:07:13
62,11,Aceh,1101,Kab. Aceh Selatan,110105,Meukek,1101052009,Alue Baro,,12/2/2026 11:07:13,12/2/2026 11:07:13
63,11,Aceh,1108,Kab. Aceh Utara,110809,Seunuddon,1108092004,Alue Barueh,,12/2/2026 11:07:13,12/2/2026 11:07:13
64,11,Aceh,1115,Kab. Nagan Raya,111508,Tadu Raya,1115082001,Alue Bata,,12/2/2026 11:07:13,12/2/2026 11:07:13
65,11,Aceh,1103,Kab. Aceh Timur,110310,Rantau Peureulak,1103102021,Alue Batee,,12/2/2026 11:07:13,12/2/2026 11:07:13
66,11,Aceh,1103,Kab. Aceh Timur,110316,Peudawa,1103162004,Alue Batee,,12/2/2026 11:07:13,12/2/2026 11:07:13
67,11,Aceh,1105,Kab. Aceh Barat,110507,Arongan Lambalek,1105072004,Alue Batee,,12/2/2026 11:07:13,12/2/2026 11:07:13
68,11,Aceh,1115,Kab. Nagan Raya,111505,Darul Makmur,1115052047,Alue Bateung Brok,,12/2/2026 11:07:13,12/2/2026 11:07:13
69,11,Aceh,1111,Kab. Bireuen,111110,Jangka,1111102042,Alue Bayeu Utang,,12/2/2026 11:07:13,12/2/2026 11:07:13
70,11,Aceh,1174,Kota Langsa,117403,Langsa Kota,1174032007,Alue Beurawe,,12/2/2026 11:07:13,12/2/2026 11:07:13
71,11,Aceh,1111,Kab. Bireuen,111110,Jangka,1111102046,Alue Bie Pusong,,12/2/2026 11:07:13,12/2/2026 11:07:13
72,11,Aceh,1108,Kab. Aceh Utara,110816,Nisam,1108162033,Alue Bili,,12/2/2026 11:07:13,12/2/2026 11:07:13
73,11,Aceh,1108,Kab. Aceh Utara,110801,Baktiya,1108012031,Alue Bili Geulumpang,,12/2/2026 11:07:13,12/2/2026 11:07:13
74,11,Aceh,1108,Kab. Aceh Utara,110801,Baktiya,1108012033,Alue Bili Rayeuk,,12/2/2026 11:07:13,12/2/2026 11:07:13
75,11,Aceh,1105,Kab. Aceh Barat,110511,Woyla Timur,1105112010,Alue Bilie,,12/2/2026 11:07:13,12/2/2026 11:07:13
76,11,Aceh,1115,Kab. Nagan Raya,111505,Darul Makmur,1115052017,Alue Bilie,,12/2/2026 11:07:13,12/2/2026 11:07:13
77,11,Aceh,1105,Kab. Aceh Barat,110504,Woyla,1105042020,Alue Blang,,12/2/2026 11:07:13,12/2/2026 11:07:13
78,11,Aceh,1103,Kab. Aceh Timur,110317,Peureulak Timur,1103172019,Alue Bu Alue Lhok,,12/2/2026 11:07:13,12/2/2026 11:07:13
79,11,Aceh,1103,Kab. Aceh Timur,110317,Peureulak Timur,1103172015,Alue Bu Alue Nireh,,12/2/2026 11:07:13,12/2/2026 11:07:13
80,11,Aceh,1103,Kab. Aceh Timur,110318,Peureulak Barat,1103182006,Alue Bu Jalan,,12/2/2026 11:07:13,12/2/2026 11:07:13
81,11,Aceh,1103,Kab. Aceh Timur,110318,Peureulak Barat,1103182014,Alue Bu Jalan Baroh,,12/2/2026 11:07:13,12/2/2026 11:07:13
82,11,Aceh,1103,Kab. Aceh Timur,110318,Peureulak Barat,1103182005,Alue Bu Tuha,,12/2/2026 11:07:13,12/2/2026 11:07:13
83,11,Aceh,1103,Kab. Aceh Timur,110318,Peureulak Barat,1103182015,Alue Bu Tunong,,12/2/2026 11:07:13,12/2/2026 11:07:13
84,11,Aceh,1103,Kab. Aceh Timur,110317,Peureulak Timur,1103172008,Alue Bugeng,,12/2/2026 11:07:13,12/2/2026 11:07:13
85,11,Aceh,1108,Kab. Aceh Utara,110804,Lhoksukon,1108042009,Alue Buket,,12/2/2026 11:07:13,12/2/2026 11:07:13
86,11,Aceh,1103,Kab. Aceh Timur,110304,Birem Bayeun,1103042009,Alue Buloh,,12/2/2026 11:07:13,12/2/2026 11:07:13
87,11,Aceh,1115,Kab. Nagan Raya,111502,Seunagan,1115022024,Alue Buloh,,12/2/2026 11:07:13,12/2/2026 11:07:13
88,11,Aceh,1103,Kab. Aceh Timur,110309,Simpang Ulim,1103092004,Alue Buloh Dua,,12/2/2026 11:07:13,12/2/2026 11:07:13
89,11,Aceh,1103,Kab. Aceh Timur,110309,Simpang Ulim,1103092003,Alue Buloh Sa,,12/2/2026 11:07:13,12/2/2026 11:07:13
90,11,Aceh,1108,Kab. Aceh Utara,110824,Pirak Timur,1108242021,Alue Bungkoh,,12/2/2026 11:07:13,12/2/2026 11:07:13
91,11,Aceh,1108,Kab. Aceh Utara,110801,Baktiya,1108012018,Alue Buya,,12/2/2026 11:07:13,12/2/2026 11:07:13
92,11,Aceh,1111,Kab. Bireuen,111110,Jangka,1111102029,Alue Buya,,12/2/2026 11:07:13,12/2/2026 11:07:13
93,11,Aceh,1111,Kab. Bireuen,111110,Jangka,1111102030,Alue Buya Pasi,,12/2/2026 11:07:13,12/2/2026 11:07:13
94,11,Aceh,1107,Kab. Pidie,110719,Tangse,1107192025,Alue Calong,,12/2/2026 11:07:13,12/2/2026 11:07:13
95,11,Aceh,1103,Kab. Aceh Timur,110304,Birem Bayeun,1103042002,Alue Canang,,12/2/2026 11:07:13,12/2/2026 11:07:13
96,11,Aceh,1108,Kab. Aceh Utara,110809,Seunuddon,1108092013,Alue Capli,,12/2/2026 11:07:13,12/2/2026 11:07:13
97,11,Aceh,1103,Kab. Aceh Timur,110302,Julok,1103022032,Alue Cek Doi,,12/2/2026 11:07:13,12/2/2026 11:07:13
98,11,Aceh,1103,Kab. Aceh Timur,110301,Darul Aman,1103012003,Alue Dalam,,12/2/2026 11:07:13,12/2/2026 11:07:13
99,11,Aceh,1108,Kab. Aceh Utara,110801,Baktiya,1108012023,Alue Dama,,12/2/2026 11:07:13,12/2/2026 11:07:13
100,11,Aceh,1112,Kab. Aceh Barat Daya,111207,Setia,1112072005,Alue Dama,,12/2/2026 11:07:13,12/2/2026 11:07:13
101,11,Aceh,1112,Kab. Aceh Barat Daya,111206,Babah Rot,1112062013,Alue Dawah,,12/2/2026 11:07:13,12/2/2026 11:07:13
102,11,Aceh,1171,Banda Aceh,117103,Meuraxa,1171032006,Alue Deah Teungoh,,12/2/2026 11:07:13,12/2/2026 11:07:13
103,11,Aceh,1115,Kab. Nagan Raya,111502,Seunagan,1115022012,Alue Dodok,,12/2/2026 11:07:13,12/2/2026 11:07:13
104,11,Aceh,1103,Kab. Aceh Timur,110304,Birem Bayeun,1103042003,Alue Drien,,12/2/2026 11:07:13,12/2/2026 11:07:13
105,11,Aceh,1108,Kab. Aceh Utara,110817,Cot Girek,1108172010,Alue Drien,,12/2/2026 11:07:13,12/2/2026 11:07:13
106,11,Aceh,1103,Kab. Aceh Timur,110310,Rantau Peureulak,1103102010,Alue Dua,,12/2/2026 11:07:13,12/2/2026 11:07:13
107,11,Aceh,1108,Kab. Aceh Utara,110818,Langkahan,1108182002,Alue Dua,,12/2/2026 11:07:13,12/2/2026 11:07:13
108,11,Aceh,1108,Kab. Aceh Utara,110827,Nisam Antara,1108272001,Alue Dua,,12/2/2026 11:07:13,12/2/2026 11:07:13
109,11,Aceh,1111,Kab. Bireuen,111106,Makmur,1111062015,Alue Dua,,12/2/2026 11:07:13,12/2/2026 11:07:13
110,11,Aceh,1174,Kota Langsa,117405,Langsa Baro,1174052002,Alue Dua,,12/2/2026 11:07:13,12/2/2026 11:07:13
111,11,Aceh,1174,Kota Langsa,117405,Langsa Baro,1174052010,Alue Dua Bakaran Batee,,12/2/2026 11:07:13,12/2/2026 11:07:13
112,11,Aceh,1103,Kab. Aceh Timur,110303,Idi Rayeuk,1103032048,Alue Dua Muka O,,12/2/2026 11:07:13,12/2/2026 11:07:13
113,11,Aceh,1103,Kab. Aceh Timur,110303,Idi Rayeuk,1103032049,Alue Dua Muka S,,12/2/2026 11:07:13,12/2/2026 11:07:13
114,11,Aceh,1103,Kab. Aceh Timur,110307,Peureulak,1103072007,Alue Dua Paya Gajah,,12/2/2026 11:07:13,12/2/2026 11:07:13
115,11,Aceh,1108,Kab. Aceh Utara,110805,Matangkuli,1108052066,Alue Entok,,12/2/2026 11:07:13,12/2/2026 11:07:13
116,11,Aceh,1105,Kab. Aceh Barat,110511,Woyla Timur,1105112009,Alue Eumpeuk,,12/2/2026 11:07:13,12/2/2026 11:07:13
117,11,Aceh,1103,Kab. Aceh Timur,110301,Darul Aman,1103012015,Alue Gadeng,,12/2/2026 11:07:13,12/2/2026 11:07:13
118,11,Aceh,1103,Kab. Aceh Timur,110304,Birem Bayeun,1103042023,Alue Gadeng,,12/2/2026 11:07:13,12/2/2026 11:07:13
119,11,Aceh,1103,Kab. Aceh Timur,110304,Birem Bayeun,1103042024,Alue Gadeng Dua,,12/2/2026 11:07:13,12/2/2026 11:07:13
120,11,Aceh,1103,Kab. Aceh Timur,110304,Birem Bayeun,1103042012,Alue Gadeng SA,,12/2/2026 11:07:13,12/2/2026 11:07:13
121,11,Aceh,1114,Kab. Aceh Jaya,111408,Darul Hikmah,1114082011,Alue Gajah,,12/2/2026 11:07:13,12/2/2026 11:07:13
122,11,Aceh,1115,Kab. Nagan Raya,111506,Suka Makmue,1115062019,Alue Gajah,,12/2/2026 11:07:13,12/2/2026 11:07:13
123,11,Aceh,1115,Kab. Nagan Raya,111508,Tadu Raya,1115082018,Alue Gajah,,12/2/2026 11:07:13,12/2/2026 11:07:13
124,11,Aceh,1108,Kab. Aceh Utara,110812,Tanah Luas,1108122037,Alue Gampong,,12/2/2026 11:07:13,12/2/2026 11:07:13
125,11,Aceh,1111,Kab. Bireuen,111103,Peudada,1111032045,Alue Gandai,,12/2/2026 11:07:13,12/2/2026 11:07:13
126,11,Aceh,1108,Kab. Aceh Utara,110801,Baktiya,1108012013,Alue Geudong,,12/2/2026 11:07:13,12/2/2026 11:07:13
127,11,Aceh,1103,Kab. Aceh Timur,110310,Rantau Peureulak,1103102019,Alue Geunteng,,12/2/2026 11:07:13,12/2/2026 11:07:13
128,11,Aceh,1115,Kab. Nagan Raya,111505,Darul Makmur,1115052025,Alue Geutah,,12/2/2026 11:07:13,12/2/2026 11:07:13
129,11,Aceh,1106,Kab. Aceh Besar,110604,Seulimeum,1106042004,Alue Gintong,,12/2/2026 11:07:13,12/2/2026 11:07:13
130,11,Aceh,1111,Kab. Bireuen,111105,Peusangan,1111052045,Alue Glumpang,,12/2/2026 11:07:13,12/2/2026 11:07:13
131,11,Aceh,1111,Kab. Bireuen,111115,Peusangan Siblah Krueng,1111152018,Alue Glumpang,,12/2/2026 11:07:13,12/2/2026 11:07:13
132,11,Aceh,1114,Kab. Aceh Jaya,111404,Sampoiniet,1114042005,Alue Gro,,12/2/2026 11:07:13,12/2/2026 11:07:13
133,11,Aceh,1108,Kab. Aceh Utara,110810,Syamtalira Aron,1108102023,Alue Gunto,,12/2/2026 11:07:13,12/2/2026 11:07:13
134,11,Aceh,1103,Kab. Aceh Timur,110317,Peureulak Timur,1103172005,Alue Gureb,,12/2/2026 11:07:13,12/2/2026 11:07:13
135,11,Aceh,1103,Kab. Aceh Timur,110313,Indra Makmu,1103132002,Alue Ie Itam,,12/2/2026 11:07:13,12/2/2026 11:07:13
136,11,Aceh,1103,Kab. Aceh Timur,110316,Peudawa,1103162007,Alue Ie Itam,,12/2/2026 11:07:13,12/2/2026 11:07:13
137,11,Aceh,1115,Kab. Nagan Raya,111501,Kuala,1115012024,Alue Ie Mameh,,12/2/2026 11:07:13,12/2/2026 11:07:13
138,11,Aceh,1103,Kab. Aceh Timur,110311,Pante Bidari,1103112005,Alue Ie Mirah,,12/2/2026 11:07:13,12/2/2026 11:07:13
139,17,Bengkulu,1704,Kab. Kaur,170410,Luas,1704102007,Umbul,,12/2/2026 11:07:13,12/2/2026 11:07:13
140,11,Aceh,1103,Kab. Aceh Timur,110313,Indra Makmu,1103132006,Alue Ie Mirah,,12/2/2026 11:07:13,12/2/2026 11:07:13
141,11,Aceh,1108,Kab. Aceh Utara,110814,T. Jambo Aye,1108142017,Alue Ie Mirah,,12/2/2026 11:07:13,12/2/2026 11:07:13
142,11,Aceh,1108,Kab. Aceh Utara,110821,Nibong,1108212015,Alue Ie Mirah,,12/2/2026 11:07:13,12/2/2026 11:07:13
143,11,Aceh,1116,Kab. Aceh Tamiang,111601,Manyak Payed,1116012030,Alue Ie Puteh,,12/2/2026 11:07:13,12/2/2026 11:07:13
144,11,Aceh,1108,Kab. Aceh Utara,110801,Baktiya,1108012044,Alue Ie Tarek,,12/2/2026 11:07:13,12/2/2026 11:07:13
145,11,Aceh,1111,Kab. Bireuen,111115,Peusangan Siblah Krueng,1111152013,Alue Iet,,12/2/2026 11:07:13,12/2/2026 11:07:13
146,11,Aceh,1111,Kab. Bireuen,111108,Pandrah,1111082012,Alue Igeuh,,12/2/2026 11:07:13,12/2/2026 11:07:13
147,11,Aceh,1103,Kab. Aceh Timur,110319,Sungai Raya,1103192006,Alue Itam,,12/2/2026 11:07:13,12/2/2026 11:07:13
148,11,Aceh,1108,Kab. Aceh Utara,110804,Lhoksukon,1108042072,Alue Itam Baroh,,12/2/2026 11:07:13,12/2/2026 11:07:13
149,11,Aceh,1108,Kab. Aceh Utara,110804,Lhoksukon,1108042050,Alue Itam Reudeup,,12/2/2026 11:07:13,12/2/2026 11:07:13
150,11,Aceh,1108,Kab. Aceh Utara,110801,Baktiya,1108012030,Alue Jamok,,12/2/2026 11:07:13,12/2/2026 11:07:13
151,11,Aceh,1115,Kab. Nagan Raya,111505,Darul Makmur,1115052036,Alue Jampak,,12/2/2026 11:07:13,12/2/2026 11:07:13
152,11,Aceh,1114,Kab. Aceh Jaya,111409,Pasie Raya,1114092010,Alue Jang,,12/2/2026 11:07:13,12/2/2026 11:07:13
153,11,Aceh,1103,Kab. Aceh Timur,110321,Darul Ihsan,1103212006,Alue Jangat,,12/2/2026 11:07:13,12/2/2026 11:07:13
154,11,Aceh,1112,Kab. Aceh Barat Daya,111206,Babah Rot,1112062004,Alue Jeuruejak,,12/2/2026 11:07:13,12/2/2026 11:07:13
155,11,Aceh,1107,Kab. Pidie,110724,Mutiara Timur,1107242002,Alue Jojo,,12/2/2026 11:07:13,12/2/2026 11:07:13
156,11,Aceh,1115,Kab. Nagan Raya,111506,Suka Makmue,1115062002,Alue Kambuk,,12/2/2026 11:07:13,12/2/2026 11:07:13
157,11,Aceh,1103,Kab. Aceh Timur,110308,Rantau Selamat,1103082012,Alue Kaul,,12/2/2026 11:07:13,12/2/2026 11:07:13
158,11,Aceh,1118,Kab. Pidie Jaya,111804,Bandar Dua,1118042008,Alue Ketapang,,12/2/2026 11:07:13,12/2/2026 11:07:13
159,11,Aceh,1108,Kab. Aceh Utara,110812,Tanah Luas,1108122011,Alue Keujruen,,12/2/2026 11:07:13,12/2/2026 11:07:13
160,11,Aceh,1105,Kab. Aceh Barat,110508,Pante Ceureumen,1105082005,Alue Keumang,,12/2/2026 11:07:13,12/2/2026 11:07:13
161,11,Aceh,1118,Kab. Pidie Jaya,111802,Ulim,1118022029,Alue Keumiki,,12/2/2026 11:07:13,12/2/2026 11:07:13
162,11,Aceh,1105,Kab. Aceh Barat,110510,Woyla Barat,1105102023,Alue Keumuning,,12/2/2026 11:07:13,12/2/2026 11:07:13
163,11,Aceh,1108,Kab. Aceh Utara,110826,Banda Baro,1108262006,Alue Keurinyai,,12/2/2026 11:07:13,12/2/2026 11:07:13
164,11,Aceh,1108,Kab. Aceh Utara,110801,Baktiya,1108012027,Alue Keutapang,,12/2/2026 11:07:13,12/2/2026 11:07:13
165,11,Aceh,1111,Kab. Bireuen,111103,Peudada,1111032050,Alue Keutapang,,12/2/2026 11:07:13,12/2/2026 11:07:13
166,11,Aceh,1108,Kab. Aceh Utara,110809,Seunuddon,1108092007,Alue Kiran,,12/2/2026 11:07:13,12/2/2026 11:07:13
167,11,Aceh,1108,Kab. Aceh Utara,110818,Langkahan,1108182013,Alue Krak Kayee,,12/2/2026 11:07:13,12/2/2026 11:07:13
168,11,Aceh,1111,Kab. Bireuen,111115,Peusangan Siblah Krueng,1111152012,Alue Krueb,,12/2/2026 11:07:13,12/2/2026 11:07:13
169,11,Aceh,1114,Kab. Aceh Jaya,111409,Pasie Raya,1114092002,Alue Krueng,,12/2/2026 11:07:13,12/2/2026 11:07:13
170,11,Aceh,1103,Kab. Aceh Timur,110308,Rantau Selamat,1103082004,Alue Kumba,,12/2/2026 11:07:13,12/2/2026 11:07:13
171,11,Aceh,1103,Kab. Aceh Timur,110314,Idi Tunong,1103142015,Alue Kumbang A,,12/2/2026 11:07:13,12/2/2026 11:07:13
172,11,Aceh,1103,Kab. Aceh Timur,110314,Idi Tunong,1103142016,Alue Kumbang M,,12/2/2026 11:07:13,12/2/2026 11:07:13
173,11,Aceh,1111,Kab. Bireuen,111115,Peusangan Siblah Krueng,1111152003,Alue Kupula,,12/2/2026 11:07:13,12/2/2026 11:07:13
174,11,Aceh,1111,Kab. Bireuen,111110,Jangka,1111102041,Alue Kuta,,12/2/2026 11:07:13,12/2/2026 11:07:13
175,11,Aceh,1105,Kab. Aceh Barat,110511,Woyla Timur,1105112013,Alue Kuyun,,12/2/2026 11:07:13,12/2/2026 11:07:13
176,11,Aceh,1115,Kab. Nagan Raya,111505,Darul Makmur,1115052034,Alue Kuyun,,12/2/2026 11:07:13,12/2/2026 11:07:13
177,11,Aceh,1115,Kab. Nagan Raya,111508,Tadu Raya,1115082019,Alue Labu,,12/2/2026 11:07:13,12/2/2026 11:07:13
178,11,Aceh,1107,Kab. Pidie,110703,Batee,1107032020,Alue Lada,,12/2/2026 11:07:13,12/2/2026 11:07:13
179,11,Aceh,1111,Kab. Bireuen,111102,Jeunieb,1111022060,Alue Lamsaba,,12/2/2026 11:07:13,12/2/2026 11:07:13
180,11,Aceh,1108,Kab. Aceh Utara,110817,Cot Girek,1108172008,Alue Leuhob,,12/2/2026 11:07:13,12/2/2026 11:07:13
181,11,Aceh,1105,Kab. Aceh Barat,110510,Woyla Barat,1105102008,Alue Leuhop,,12/2/2026 11:07:13,12/2/2026 11:07:13
182,11,Aceh,1111,Kab. Bireuen,111111,Simpang Mamplam,1111112037,Alue Leuhop,,12/2/2026 11:07:13,12/2/2026 11:07:13
183,11,Aceh,1108,Kab. Aceh Utara,110820,Paya Bakong,1108202011,Alue Leukot,,12/2/2026 11:07:13,12/2/2026 11:07:13
184,11,Aceh,1105,Kab. Aceh Barat,110502,Kaway XVI,1105022043,Alue Lhee,,12/2/2026 11:07:13,12/2/2026 11:07:13
185,11,Aceh,1103,Kab. Aceh Timur,110301,Darul Aman,1103012021,Alue Lhok,,12/2/2026 11:07:13,12/2/2026 11:07:13
